Spis18643 SpisGene18643	ko04260 Cardiac muscle contraction;ko05414 Dilated cardiomyopathy;ko05410 Hypertrophic cardiomyopathy (HCM);ko05412 Arrhythmogenic right ventricular cardiomyopathy (ARVC);ko04010 MAPK signaling pathway
Spis22228 SpisGene22228	ko04146 Peroxisome
Spis19340 SpisGene19340	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis8586 SpisGene8586	ko04144 Endocytosis;ko04666 Fc gamma R-mediated phagocytosis
Spis10942 SpisGene10942	ko00190 Oxidative phosphorylation
Spis20380 SpisGene20380	ko04514 Cell adhesion molecules (CAMs)
Spis19246 SpisGene19246	ko03018 RNA degradation
Spis18447.t1 SpisGene18447	ko01070 Biosynthesis of plant hormones;ko00900 Terpenoid backbone biosynthesis;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Spis18430 SpisGene18430	ko03050 Proteasome
Spis828 SpisGene828	ko00280 Valine, leucine and isoleucine degradation;ko05010 Alzheimer's disease
Spis24436 SpisGene24436	ko04622 RIG-I-like receptor signaling pathway
Spis23006 SpisGene23006	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis15502 SpisGene15502	ko00120 Primary bile acid biosynthesis
Spis1824 SpisGene1824	ko04080 Neuroactive ligand-receptor interaction
Spis6144 SpisGene6144	ko00511 Other glycan degradation;ko00600 Sphingolipid metabolism;ko04142 Lysosome
Spis10873 SpisGene10873	ko05322 Systemic lupus erythematosus
Spis12837 SpisGene12837	ko03010 Ribosome
Spis12437 SpisGene12437	ko00330 Arginine and proline metabolism
Spis16667 SpisGene16667	ko04060 Cytokine-cytokine receptor interaction;ko04650 Natural killer cell mediated cytotoxicity;ko04210 Apoptosis
Spis22982 SpisGene22982	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis2279 SpisGene2279	ko04114 Oocyte meiosis;ko04722 Neurotrophin signaling pathway;ko04110 Cell cycle
Spis25870.Novel SpisGene25870.Novel	ko04080 Neuroactive ligand-receptor interaction
Spis21639 SpisGene21639	ko04912 GnRH signaling pathway;ko04722 Neurotrophin signaling pathway;ko04662 B cell receptor signaling pathway;ko05120 Epithelial cell signaling in Helicobacter pylori infection;ko05200 Pathways in cancer;ko04012 ErbB signaling pathway;ko04510 Focal adhesion;ko04620 Toll-like receptor signaling pathway;ko05211 Renal cell carcinoma;ko05210 Colorectal cancer;ko04660 T cell receptor signaling pathway;ko04310 Wnt signaling pathway;ko04010 MAPK signaling pathway
Spis18766 SpisGene18766	ko04114 Oocyte meiosis;ko04730 Long-term depression;ko04113 Meiosis - yeast;ko04530 Tight junction;ko04350 TGF-beta signaling pathway;ko04310 Wnt signaling pathway;ko04111 Cell cycle - yeast
Spis18985 SpisGene18985	ko05016 Huntington's disease
Spis10305 SpisGene10305	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis15797 SpisGene15797	ko03420 Nucleotide excision repair
Spis15997 SpisGene15997	ko00531 Glycosaminoglycan degradation;ko04142 Lysosome
Spis2743 SpisGene2743	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
Spis7827 SpisGene7827	ko00230 Purine metabolism
Spis1131 SpisGene1131	ko04610 Complement and coagulation cascades
Spis23735 SpisGene23735	ko03022 Basal transcription factors
Spis10129 SpisGene10129	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis3330 SpisGene3330	ko04120 Ubiquitin mediated proteolysis
Spis4567 SpisGene4567	ko03040 Spliceosome
Spis923 SpisGene923	ko01040 Biosynthesis of unsaturated fatty acids
Spis1662 SpisGene1662	ko04620 Toll-like receptor signaling pathway
Spis11658 SpisGene11658	ko00051 Fructose and mannose metabolism;ko00740 Riboflavin metabolism;ko00730 Thiamine metabolism
Spis20071 SpisGene20071	ko00230 Purine metabolism
Spis15951 SpisGene15951	ko00061 Fatty acid biosynthesis;ko01040 Biosynthesis of unsaturated fatty acids
Spis9120 SpisGene9120	ko04110 Cell cycle;ko04111 Cell cycle - yeast
Spis11691 SpisGene11691	ko04512 ECM-receptor interaction
Spis7732 SpisGene7732	ko00590 Arachidonic acid metabolism
Spis23220 SpisGene23220	ko03440 Homologous recombination
Spis13062 SpisGene13062	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis12850 SpisGene12850	ko00531 Glycosaminoglycan degradation;ko04142 Lysosome
Spis1512 SpisGene1512	ko05010 Alzheimer's disease
Spis13854 SpisGene13854	ko04621 NOD-like receptor signaling pathway
Spis17654 SpisGene17654	ko00860 Porphyrin and chlorophyll metabolism
Spis7257 SpisGene7257	ko03420 Nucleotide excision repair
Spis19902 SpisGene19902	ko04320 Dorso-ventral axis formation;ko04330 Notch signaling pathway
Spis11442 SpisGene11442	ko00970 Aminoacyl-tRNA biosynthesis
Spis22748 SpisGene22748	ko04360 Axon guidance
Spis18324 SpisGene18324	ko03410 Base excision repair
Spis11940 SpisGene11940	ko00980 Metabolism of xenobiotics by cytochrome P450;ko00380 Tryptophan metabolism;ko00140 Steroid hormone biosynthesis
Spis6409 SpisGene6409	ko00531 Glycosaminoglycan degradation;ko04142 Lysosome
Spis11708 SpisGene11708	ko04514 Cell adhesion molecules (CAMs);ko05020 Prion diseases
Spis22431 SpisGene22431	ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00710 Carbon fixation in photosynthetic organisms;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko00620 Pyruvate metabolism;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Spis18473 SpisGene18473	ko00310 Lysine degradation
Spis8094 SpisGene8094	ko00830 Retinol metabolism
Spis6911 SpisGene6911	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis12546 SpisGene12546	ko00510 N-Glycan biosynthesis
Spis1289 SpisGene1289	ko04514 Cell adhesion molecules (CAMs)
Spis8258 SpisGene8258	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis3097 SpisGene3097	ko00830 Retinol metabolism;ko00980 Metabolism of xenobiotics by cytochrome P450;ko00983 Drug metabolism - other enzymes;ko00982 Drug metabolism - cytochrome P450;ko00591 Linoleic acid metabolism;ko00361 gamma-Hexachlorocyclohexane degradation;ko00140 Steroid hormone biosynthesis
Spis15602 SpisGene15602	ko03018 RNA degradation
Spis2776 SpisGene2776	ko00140 Steroid hormone biosynthesis
Spis15662 SpisGene15662	ko03040 Spliceosome
Spis20102 SpisGene20102	ko05414 Dilated cardiomyopathy;ko05410 Hypertrophic cardiomyopathy (HCM)
Spis23444 SpisGene23444	ko04621 NOD-like receptor signaling pathway;ko04620 Toll-like receptor signaling pathway;ko04660 T cell receptor signaling pathway;ko04622 RIG-I-like receptor signaling pathway;ko04520 Adherens junction;ko04310 Wnt signaling pathway;ko04010 MAPK signaling pathway
Spis4126 SpisGene4126	ko05200 Pathways in cancer;ko04810 Regulation of actin cytoskeleton;ko05219 Bladder cancer;ko04144 Endocytosis;ko04010 MAPK signaling pathway
Spis21128 SpisGene21128	ko04340 Hedgehog signaling pathway;ko05200 Pathways in cancer;ko05217 Basal cell carcinoma;ko04350 TGF-beta signaling pathway
Spis4725 SpisGene4725	ko04510 Focal adhesion;ko04810 Regulation of actin cytoskeleton;ko05322 Systemic lupus erythematosus;ko04670 Leukocyte transendothelial migration;ko04530 Tight junction;ko04520 Adherens junction;ko05412 Arrhythmogenic right ventricular cardiomyopathy (ARVC)
Spis7889 SpisGene7889	ko04020 Calcium signaling pathway
Spis19372 SpisGene19372	ko00564 Glycerophospholipid metabolism
Spis8390 SpisGene8390	ko03030 DNA replication
Spis20993 SpisGene20993	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
Spis15063 SpisGene15063	ko05130 Pathogenic Escherichia coli infection;ko04540 Gap junction
Spis12372 SpisGene12372	ko04320 Dorso-ventral axis formation;ko04330 Notch signaling pathway
Spis17097.t1 SpisGene17097	ko00520 Amino sugar and nucleotide sugar metabolism
Spis8621 SpisGene8621	ko04722 Neurotrophin signaling pathway;ko04810 Regulation of actin cytoskeleton;ko04650 Natural killer cell mediated cytotoxicity;ko04370 VEGF signaling pathway;ko04666 Fc gamma R-mediated phagocytosis;ko05212 Pancreatic cancer;ko05120 Epithelial cell signaling in Helicobacter pylori infection;ko05200 Pathways in cancer;ko04360 Axon guidance;ko04620 Toll-like receptor signaling pathway;ko05210 Colorectal cancer;ko05211 Renal cell carcinoma;ko04520 Adherens junction;ko04664 Fc epsilon RI signaling pathway;ko05416 Viral myocarditis;ko04670 Leukocyte transendothelial migration;ko04062 Chemokine signaling pathway;ko05014 Amyotrophic lateral sclerosis (ALS);ko04662 B cell receptor signaling pathway;ko04510 Focal adhesion;ko04310 Wnt signaling pathway;ko04010 MAPK signaling pathway
Spis494 SpisGene494	ko03018 RNA degradation
Spis7526 SpisGene7526	ko00250 Alanine, aspartate and glutamate metabolism;ko00910 Nitrogen metabolism;ko00330 Arginine and proline metabolism;ko02020 Two-component system
Spis25225 SpisGene25225	ko02010 ABC transporters
Spis20894 SpisGene20894	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis11275 SpisGene11275	ko04010 MAPK signaling pathway
Spis6351 SpisGene6351	ko00130 Ubiquinone and other terpenoid-quinone biosynthesis
Spis16918 SpisGene16918	ko00500 Starch and sucrose metabolism;ko00052 Galactose metabolism
Spis11076 SpisGene11076	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis1587 SpisGene1587	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis1438 SpisGene1438	ko04144 Endocytosis
Spis16768 SpisGene16768	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis19770 SpisGene19770	ko04150 mTOR signaling pathway
Spis14278 SpisGene14278	ko04514 Cell adhesion molecules (CAMs)
Spis4209 SpisGene4209	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis24736 SpisGene24736	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle
Spis12343 SpisGene12343	ko03018 RNA degradation
Spis16191.t1 SpisGene16191	ko00260 Glycine, serine and threonine metabolism
Spis22601 SpisGene22601	ko00020 Citrate cycle (TCA cycle);ko05200 Pathways in cancer;ko01061 Biosynthesis of phenylpropanoids;ko05211 Renal cell carcinoma;ko00720 Reductive carboxylate cycle (CO2 fixation);ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Spis7159 SpisGene7159	ko04115 p53 signaling pathway;ko05416 Viral myocarditis;ko05014 Amyotrophic lateral sclerosis (ALS);ko05200 Pathways in cancer;ko05222 Small cell lung cancer;ko05010 Alzheimer's disease;ko05016 Huntington's disease;ko05210 Colorectal cancer;ko05012 Parkinson's disease;ko04210 Apoptosis
Spis1686 SpisGene1686	ko04510 Focal adhesion;ko05213 Endometrial cancer;ko03320 PPAR signaling pathway
Spis7322 SpisGene7322	ko04530 Tight junction;ko04144 Endocytosis
Spis9736 SpisGene9736	ko05010 Alzheimer's disease;ko04020 Calcium signaling pathway
Spis15176 SpisGene15176	ko00312 beta-Lactam resistance;ko00311 Penicillin and cephalosporin biosynthesis;ko02020 Two-component system
Spis3340 SpisGene3340	ko05322 Systemic lupus erythematosus
Spis4478 SpisGene4478	ko00010 Glycolysis / Gluconeogenesis
Spis7492 SpisGene7492	ko04320 Dorso-ventral axis formation;ko04330 Notch signaling pathway
Spis950 SpisGene950	ko04114 Oocyte meiosis;ko04914 Progesterone-mediated oocyte maturation;ko04810 Regulation of actin cytoskeleton;ko04010 MAPK signaling pathway
Spis20402 SpisGene20402	ko04340 Hedgehog signaling pathway;ko04350 TGF-beta signaling pathway
Spis25589 SpisGene25589	ko00520 Amino sugar and nucleotide sugar metabolism
Spis19652 SpisGene19652	ko04080 Neuroactive ligand-receptor interaction
Spis22489 SpisGene22489	ko03040 Spliceosome
Spis23277 SpisGene23277	ko00250 Alanine, aspartate and glutamate metabolism;ko00330 Arginine and proline metabolism
Spis10035 SpisGene10035	ko00500 Starch and sucrose metabolism
Spis16997 SpisGene16997	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
Spis43 SpisGene43	ko00310 Lysine degradation;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko00300 Lysine biosynthesis
Spis3039 SpisGene3039	ko05200 Pathways in cancer;ko05215 Prostate cancer;ko04810 Regulation of actin cytoskeleton;ko04144 Endocytosis;ko04010 MAPK signaling pathway
Spis7725 SpisGene7725	ko00590 Arachidonic acid metabolism
Spis8955 SpisGene8955	ko04114 Oocyte meiosis;ko04113 Meiosis - yeast;ko04310 Wnt signaling pathway
Spis20906 SpisGene20906	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
Spis21941 SpisGene21941	ko05213 Endometrial cancer;ko04810 Regulation of actin cytoskeleton;ko04060 Cytokine-cytokine receptor interaction;ko05219 Bladder cancer;ko04540 Gap junction;ko04144 Endocytosis;ko05212 Pancreatic cancer;ko05200 Pathways in cancer;ko05215 Prostate cancer;ko04012 ErbB signaling pathway;ko04510 Focal adhesion;ko05218 Melanoma;ko05214 Glioma;ko05223 Non-small cell lung cancer;ko04010 MAPK signaling pathway
Spis25700 SpisGene25700	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis13992 SpisGene13992	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
Spis20952 SpisGene20952	ko00590 Arachidonic acid metabolism
Spis17513 SpisGene17513	ko03040 Spliceosome
Spis14478 SpisGene14478	ko03050 Proteasome
Spis25409 SpisGene25409	ko05414 Dilated cardiomyopathy;ko05410 Hypertrophic cardiomyopathy (HCM)
Spis1498 SpisGene1498	ko05120 Epithelial cell signaling in Helicobacter pylori infection;ko04722 Neurotrophin signaling pathway;ko04810 Regulation of actin cytoskeleton;ko04062 Chemokine signaling pathway
Spis9139.t1 SpisGene9139	ko05010 Alzheimer's disease
Spis13967 SpisGene13967	ko00450 Selenoamino acid metabolism;ko00626 Naphthalene and anthracene degradation;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism
Spis22715 SpisGene22715	ko00590 Arachidonic acid metabolism;ko00450 Selenoamino acid metabolism;ko00430 Taurine and hypotaurine metabolism;ko00480 Glutathione metabolism;ko00460 Cyanoamino acid metabolism
Spis1268 SpisGene1268	ko04144 Endocytosis
Spis9911 SpisGene9911	ko00563 Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
Spis8063 SpisGene8063	ko04270 Vascular smooth muscle contraction;ko04080 Neuroactive ligand-receptor interaction;ko04020 Calcium signaling pathway
Spis15324 SpisGene15324	ko03010 Ribosome
Spis7386 SpisGene7386	ko00564 Glycerophospholipid metabolism
Spis3631 SpisGene3631	ko00310 Lysine degradation;ko00930 Caprolactam degradation;ko00071 Fatty acid metabolism;ko00903 Limonene and pinene degradation;ko00280 Valine, leucine and isoleucine degradation;ko00380 Tryptophan metabolism;ko00062 Fatty acid elongation in mitochondria;ko00632 Benzoate degradation via CoA ligation;ko00410 beta-Alanine metabolism;ko00640 Propanoate metabolism;ko00650 Butanoate metabolism
Spis19755 SpisGene19755	ko05200 Pathways in cancer;ko04920 Adipocytokine signaling pathway;ko05222 Small cell lung cancer;ko04622 RIG-I-like receptor signaling pathway;ko04210 Apoptosis;ko04010 MAPK signaling pathway
Spis14742.t1 SpisGene14742	ko04612 Antigen processing and presentation
Spis13742 SpisGene13742	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis12127 SpisGene12127	ko00564 Glycerophospholipid metabolism;ko04070 Phosphatidylinositol signaling system;ko00561 Glycerolipid metabolism
Spis24374 SpisGene24374	ko05200 Pathways in cancer;ko05217 Basal cell carcinoma;ko04916 Melanogenesis;ko05210 Colorectal cancer;ko04310 Wnt signaling pathway
Spis4015 SpisGene4015	ko05016 Huntington's disease
Spis1525 SpisGene1525	ko04144 Endocytosis
Spis2060 SpisGene2060	ko04514 Cell adhesion molecules (CAMs)
Spis24129 SpisGene24129	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
Spis18634 SpisGene18634	ko04013 MAPK signaling pathway - fly;ko04320 Dorso-ventral axis formation
Spis24733 SpisGene24733	ko04080 Neuroactive ligand-receptor interaction
Spis8090 SpisGene8090	ko04020 Calcium signaling pathway;ko05016 Huntington's disease;ko05012 Parkinson's disease
Spis5377 SpisGene5377	ko04080 Neuroactive ligand-receptor interaction
Spis7655 SpisGene7655	ko03040 Spliceosome
Spis5673 SpisGene5673	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis949 SpisGene949	ko05016 Huntington's disease
Spis14259 SpisGene14259	ko00564 Glycerophospholipid metabolism;ko04142 Lysosome
Spis21566 SpisGene21566	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis14886 SpisGene14886	ko01061 Biosynthesis of phenylpropanoids;ko00940 Phenylpropanoid biosynthesis;ko00680 Methane metabolism;ko00360 Phenylalanine metabolism
Spis16088.t1 SpisGene16088	ko03040 Spliceosome
Spis4062 SpisGene4062	ko04146 Peroxisome;ko00330 Arginine and proline metabolism;ko00260 Glycine, serine and threonine metabolism;ko00472 D-Arginine and D-ornithine metabolism;ko00311 Penicillin and cephalosporin biosynthesis
Spis922 SpisGene922	ko04146 Peroxisome;ko00430 Taurine and hypotaurine metabolism;ko00120 Primary bile acid biosynthesis;ko01040 Biosynthesis of unsaturated fatty acids
Spis22929 SpisGene22929	ko04320 Dorso-ventral axis formation;ko04330 Notch signaling pathway
Spis13188 SpisGene13188	ko00564 Glycerophospholipid metabolism;ko00903 Limonene and pinene degradation;ko00642 Ethylbenzene degradation;ko00632 Benzoate degradation via CoA ligation;ko00624 1- and 2-Methylnaphthalene degradation;ko00350 Tyrosine metabolism;ko00360 Phenylalanine metabolism
Spis14168 SpisGene14168	ko00910 Nitrogen metabolism;ko00340 Histidine metabolism
Spis3134 SpisGene3134	ko04510 Focal adhesion;ko04810 Regulation of actin cytoskeleton;ko05322 Systemic lupus erythematosus;ko04670 Leukocyte transendothelial migration;ko04530 Tight junction;ko04520 Adherens junction;ko05412 Arrhythmogenic right ventricular cardiomyopathy (ARVC)
Spis109 SpisGene109	ko04742 Taste transduction;ko04960 Aldosterone-regulated sodium reabsorption
Spis17237 SpisGene17237	ko04670 Leukocyte transendothelial migration
Spis13202 SpisGene13202	ko04360 Axon guidance;ko04650 Natural killer cell mediated cytotoxicity;ko04370 VEGF signaling pathway;ko04660 T cell receptor signaling pathway;ko04662 B cell receptor signaling pathway;ko04310 Wnt signaling pathway
